grid,position,positionOrder,points,laps,milliseconds,fastestLap,fastestLapTime,fastestLapSpeed,name,nationality_y,avg_pitstop,longest_pitstop,shortest_pitstop,pitstops,driver_name,age
1,4,4,12.0,67,5460045,51,79.122,208.114,Mercedes,German,22331.0,28364,18936,3,Nico Rosberg,38.0
1,1,1,25.0,44,6291058,11,111.74600000000001,225.640,Mercedes,German,509373.0,996150,22596,2,Nico Rosberg,38.0
2,1,1,25.0,53,4648089,26,86.599,240.820,Mercedes,German,25550.0,25550,25550,1,Nico Rosberg,38.0
1,1,1,25.0,61,6948950,38,110.29599999999999,165.318,Mercedes,German,28622.0,30546,26350,3,Nico Rosberg,38.0
2,3,3,15.0,56,5858292,44,96.424,206.948,Mercedes,German,23962.333333333332,24661,23476,3,Nico Rosberg,38.0
1,1,1,25.0,53,5203333,31,96.049,217.651,Mercedes,German,22911.5,23150,22673,2,Nico Rosberg,38.0
2,2,2,18.0,56,5897138,34,101.89699999999999,194.773,Mercedes,German,23837.5,24149,23526,2,Nico Rosberg,38.0
2,2,2,18.0,71,6039756,43,82.792,187.148,Mercedes,German,21997.0,21997,21997,1,Nico Rosberg,38.0
2,2,2,18.0,71,10872790,47,86.22200000000001,179.912,Mercedes,German,1745685.5,2009747,1481624,2,Nico Rosberg,38.0
2,2,2,18.0,55,5884452,33,105.261,189.950,Mercedes,German,22485.5,23753,21218,2,Nico Rosberg,38.0
11,9,9,2.0,56,5944728,45,102.491,194.698,Mercedes,German,22354.666666666668,22576,22227,3,Michael Schumacher,55.0
14,8,8,4.0,56,5849252,46,101.215,193.880,Mercedes,German,21295.333333333332,21964,20522,3,Michael Schumacher,55.0
8,12,12,0.0,58,5503002,47,91.15299999999999,210.819,Mercedes,German,23016.25,30182,20379,4,Michael Schumacher,55.0
8,4,4,12.0,70,14693756,70,79.138,198.382,Mercedes,German,23592.25,24472,22832,4,Michael Schumacher,55.0
13,9,9,2.0,52,5399108,34,97.03399999999999,218.558,Mercedes,German,28881.333333333332,31751,24651,3,Michael Schumacher,55.0
24,5,5,10.0,44,5252357,34,111.137,226.876,Mercedes,German,20566.0,21319,20153,3,Michael Schumacher,55.0
8,5,5,10.0,53,4878849,46,87.402,238.607,Mercedes,German,22361.5,22709,22014,2,Michael Schumacher,55.0
8,6,6,8.0,53,5480547,53,97.916,213.501,Mercedes,German,21372.0,22570,20667,3,Michael Schumacher,55.0
11,5,5,10.0,60,5500423,48,88.549,208.359,Mercedes,German,21187.5,21482,20893,2,Michael Schumacher,55.0
8,7,7,6.0,55,5907850,48,104.916,190.575,Mercedes,German,20149.0,20638,19660,2,Michael Schumacher,55.0
3,10,10,1.0,56,9941808,53,101.75999999999999,196.096,Mercedes,German,23696.0,24831,22163,3,Michael Schumacher,55.0
22,10,10,1.0,57,5782480,39,98.128,198.548,Mercedes,German,22092.0,22192,21979,3,Michael Schumacher,55.0
12,3,3,15.0,57,6269288,43,103.09899999999999,189.220,Mercedes,German,20259.0,20477,20041,2,Michael Schumacher,55.0
3,7,7,6.0,52,5140441,52,95.191,222.789,Mercedes,German,25745.0,25938,25552,2,Michael Schumacher,55.0
3,7,7,6.0,67,5494832,57,78.725,209.163,Mercedes,German,18196.0,18497,17928,3,Michael Schumacher,55.0
13,7,7,6.0,44,5401904,37,113.507,222.139,Mercedes,German,21249.5,21664,20835,2,Michael Schumacher,55.0
4,6,6,8.0,53,4812480,51,87.718,237.748,Mercedes,German,22278.5,22310,22247,2,Michael Schumacher,55.0
23,11,11,0.0,53,5404011,43,96.94200000000001,215.646,Mercedes,German,20511.0,20643,20379,2,Michael Schumacher,55.0
10,13,13,0.0,55,5877892,49,103.184,195.902,Mercedes,German,20181.5,20276,20087,2,Michael Schumacher,55.0
13,11,11,0.0,55,6386742,51,105.225,190.015,Mercedes,German,20485.5,21270,19701,2,Michael Schumacher,55.0
13,7,7,6.0,71,6334563,37,80.158,193.522,Mercedes,German,23134.0,25980,21827,4,Michael Schumacher,55.0
3,3,3,15.0,57,5062922,56,86.593,220.465,Mercedes,German,21440.0,21440,21440,1,Valtteri Bottas,34.0
3,6,6,8.0,56,5904966,41,95.84899999999999,204.734,Mercedes,German,22817.5,32287,17323,4,Valtteri Bottas,34.0
1,3,3,15.0,57,5653771,33,94.087,207.076,Mercedes,German,26454.0,28368,24540,2,Valtteri Bottas,34.0
3,1,1,25.0,52,5288743,49,97.36699999999999,216.221,Mercedes,German,29356.0,29356,29356,1,Valtteri Bottas,34.0
3,4,4,12.0,78,6289857,22,76.439,157.160,Mercedes,German,24308.0,24308,24308,1,Valtteri Bottas,34.0
3,2,2,18.0,70,5604937,65,75.894,206.862,Mercedes,German,22946.0,22946,22946,1,Valtteri Bottas,34.0
2,2,2,18.0,51,7439477,51,103.925,207.946,Mercedes,German,346289.5,1313511,14978,4,Valtteri Bottas,34.0
1,1,1,25.0,71,4908523,51,67.847,229.115,Mercedes,German,22387.0,22387,22387,1,Valtteri Bottas,34.0
9,2,2,18.0,51,4901493,46,90.905,233.294,Mercedes,German,27858.0,27858,27858,1,Valtteri Bottas,34.0
3,3,3,15.0,70,5999175,68,81.214,194.198,Mercedes,German,22681.0,22681,22681,1,Valtteri Bottas,34.0
3,5,5,10.0,44,5099276,37,107.721,234.071,Mercedes,German,22941.0,22963,22919,2,Valtteri Bottas,34.0
4,2,2,18.0,53,4536783,53,83.488,249.095,Mercedes,German,23728.0,23728,23728,1,Valtteri Bottas,34.0
6,3,3,15.0,58,7412344,54,105.405,172.989,Mercedes,German,27583.0,30444,25367,4,Valtteri Bottas,34.0
5,5,5,10.0,56,5457311,44,95.28399999999999,209.424,Mercedes,German,23676.0,23676,23676,1,Valtteri Bottas,34.0
6,4,4,12.0,53,5261774,50,93.144,224.439,Mercedes,German,22876.0,22876,22876,1,Valtteri Bottas,34.0
3,5,5,10.0,56,5665958,54,97.767,203.001,Mercedes,German,23356.5,23459,23254,2,Valtteri Bottas,34.0
4,2,2,18.0,71,5806230,70,79.374,195.207,Mercedes,German,21758.0,21758,21758,1,Valtteri Bottas,34.0
1,2,2,18.0,71,5489024,58,72.466,214.064,Mercedes,German,19348.0,23064,17784,4,Valtteri Bottas,34.0
1,1,1,25.0,55,5654062,52,100.65,198.652,Mercedes,German,21478.0,21478,21478,1,Valtteri Bottas,34.0
15,8,8,4.0,58,5407622,54,87.019,219.386,Mercedes,German,21664.0,21664,21664,1,Valtteri Bottas,34.0
3,2,2,18.0,57,5522639,22,93.74000000000001,207.842,Mercedes,German,26105.0,26105,26105,1,Valtteri Bottas,34.0
3,2,2,18.0,56,5745274,50,96.987,202.332,Mercedes,German,22097.0,22097,22097,1,Valtteri Bottas,34.0
2,2,2,18.0,66,5750565,56,79.47800000000001,210.850,Mercedes,German,23213.0,23213,23213,1,Valtteri Bottas,34.0
5,5,5,10.0,78,6193629,21,76.312,157.422,Mercedes,German,24020.0,24020,24020,1,Valtteri Bottas,34.0
2,2,2,18.0,68,5318753,51,73.992,212.179,Mercedes,German,23775.0,23775,23775,1,Valtteri Bottas,34.0
2,7,7,6.0,53,5492017,41,94.225,223.201,Mercedes,German,29310.5,30666,27955,2,Valtteri Bottas,34.0
4,4,4,12.0,52,5258667,43,91.377,232.089,Mercedes,German,27894.0,27894,27894,1,Valtteri Bottas,34.0
2,2,2,18.0,67,5554380,65,75.721,217.461,Mercedes,German,26233.5,33279,19188,2,Valtteri Bottas,34.0
2,5,5,10.0,70,5886427,39,81.736,192.957,Mercedes,German,21337.0,21337,21337,1,Valtteri Bottas,34.0
19,4,4,12.0,44,5078081,32,106.286,237.231,Mercedes,German,24422.333333333332,30519,20349,3,Valtteri Bottas,34.0
4,3,3,15.0,53,4628550,39,82.907,251.544,Mercedes,German,23763.0,23763,23763,1,Valtteri Bottas,34.0
4,4,4,12.0,61,6723541,42,104.72,174.052,Mercedes,German,28542.0,28542,28542,1,Valtteri Bottas,34.0
1,2,2,18.0,53,5247726,50,95.86099999999999,219.617,Mercedes,German,29794.0,29794,29794,1,Valtteri Bottas,34.0
2,2,2,18.0,53,5249981,46,93.11,224.521,Mercedes,German,22777.0,22777,22777,1,Valtteri Bottas,34.0
3,5,5,10.0,56,5683387,46,98.47,201.551,Mercedes,German,23478.0,23478,23478,1,Valtteri Bottas,34.0
3,5,5,10.0,71,5252009,65,70.53999999999999,219.909,Mercedes,German,22841.0,22955,22727,2,Valtteri Bottas,34.0
2,5,5,10.0,55,6028339,42,100.953,198.056,Mercedes,German,21444.5,21600,21289,2,Valtteri Bottas,34.0
2,1,1,26.0,58,5127325,57,85.58,223.075,Mercedes,German,22014.0,22014,22014,1,Valtteri Bottas,34.0
4,2,2,18.0,57,5664275,42,94.209,206.808,Mercedes,German,24649.0,24865,24433,2,Valtteri Bottas,34.0
1,2,2,18.0,56,5532902,38,94.872,206.842,Mercedes,German,23139.5,24083,22196,2,Valtteri Bottas,34.0
1,1,1,25.0,51,5512942,50,104.024,207.748,Mercedes,German,20006.0,20006,20006,1,Valtteri Bottas,34.0
1,2,2,18.0,66,5754517,55,78.737,212.835,Mercedes,German,22026.0,22034,22018,2,Valtteri Bottas,34.0
2,3,3,15.0,78,6211599,65,75.163,159.828,Mercedes,German,24903.0,25030,24776,2,Valtteri Bottas,34.0
6,4,4,13.0,70,5398127,69,73.078,214.833,Mercedes,German,23725.0,23994,23456,2,Valtteri Bottas,34.0
2,2,2,18.0,53,5089254,43,93.586,224.725,Mercedes,German,30412.0,30412,30412,1,Valtteri Bottas,34.0
3,3,3,15.0,71,4940782,53,68.565,226.716,Mercedes,German,22552.0,22552,22552,1,Valtteri Bottas,34.0
1,2,2,18.0,52,4893380,47,87.406,242.633,Mercedes,German,28335.0,28493,28177,2,Valtteri Bottas,34.0
4,3,3,15.0,44,5038295,27,106.465,236.832,Mercedes,German,22579.0,22579,22579,1,Valtteri Bottas,34.0
3,2,2,18.0,53,4527500,47,82.85900000000001,251.690,Mercedes,German,23700.0,23700,23700,1,Valtteri Bottas,34.0
5,5,5,10.0,61,7119786,58,103.53399999999999,176.046,Mercedes,German,29234.0,29234,29234,1,Valtteri Bottas,34.0
4,2,2,18.0,53,5622821,50,96.316,218.580,Mercedes,German,29436.0,29436,29436,1,Valtteri Bottas,34.0
3,1,1,25.0,52,4906755,49,91.862,227.571,Mercedes,German,23078.5,23157,23000,2,Valtteri Bottas,34.0
6,3,3,15.0,71,5812457,66,79.494,194.912,Mercedes,German,22179.0,22179,22179,1,Valtteri Bottas,34.0
1,1,1,25.0,71,5455739,68,67.657,229.758,Mercedes,German,19172.0,21937,16407,2,Valtteri Bottas,34.0
1,1,1,25.0,56,5635653,37,96.957,204.696,Mercedes,German,23985.0,24151,23819,2,Valtteri Bottas,34.0
20,4,4,12.0,55,5690094,31,99.715,200.515,Mercedes,German,21145.0,21145,21145,1,Valtteri Bottas,34.0
4,2,2,18.0,71,4984402,62,67.534,230.177,Mercedes,German,21376.0,21376,21376,1,Valtteri Bottas,34.0
2,3,3,15.0,70,5781925,66,77.66499999999999,203.072,Mercedes,German,21707.333333333332,21906,21572,3,Valtteri Bottas,34.0
2,11,11,0.0,52,5323450,41,89.265,237.580,Mercedes,German,32086.5,33602,30571,2,Valtteri Bottas,34.0
1,3,3,15.0,52,4801224,44,89.765,236.256,Mercedes,German,28298.0,28408,28188,2,Valtteri Bottas,34.0
2,3,3,16.0,66,5550031,66,78.18299999999999,214.343,Mercedes,German,22353.333333333332,22607,22143,3,Valtteri Bottas,34.0
2,2,2,18.0,44,5057209,27,107.983,233.503,Mercedes,German,25548.0,25548,25548,1,Valtteri Bottas,34.0
2,5,5,10.0,53,6433164,51,83.961,248.386,Mercedes,German,773337.0,1522264,24410,2,Valtteri Bottas,34.0
2,2,2,18.0,59,8379940,53,79.432,237.712,Mercedes,German,560456.4,1436402,17560,5,Valtteri Bottas,34.0
3,1,1,26.0,53,5640364,51,97.03,216.972,Mercedes,German,29750.0,29750,29750,1,Valtteri Bottas,34.0
2,2,2,18.0,66,5422420,66,79.345,211.113,Mercedes,German,26512.0,26512,26512,1,Valtteri Bottas,34.0
1,2,2,18.0,63,5318213,63,75.902,232.831,Mercedes,German,29864.5,30129,29600,2,Valtteri Bottas,34.0
2,8,8,4.0,57,10807195,28,93.352,208.706,Mercedes,German,308387.5,1159205,24675,4,Valtteri Bottas,34.0
1,8,8,4.0,87,5490503,60,56.563,225.497,Mercedes,German,38713.0,52874,24552,2,Valtteri Bottas,34.0
2,2,2,18.0,55,5804621,40,101.131,197.707,Mercedes,German,21587.0,21587,21587,1,Valtteri Bottas,34.0
3,3,3,16.0,56,5561280,56,92.09,211.566,Mercedes,German,27241.666666666668,32897,24262,3,Valtteri Bottas,34.0
1,3,3,16.0,66,5704951,65,79.865,209.738,Mercedes,German,24240.0,26938,21377,4,Valtteri Bottas,34.0
3,3,3,15.0,66,5614290,65,79.43,211.884,Mercedes,German,21974.5,22311,21638,2,Valtteri Bottas,34.0
10,12,12,0.0,51,8027674,43,105.66499999999999,204.521,Mercedes,German,692310.3333333334,2035229,20356,3,Valtteri Bottas,34.0
3,4,4,12.0,53,5260388,19,96.96000000000001,216.905,Mercedes,German,30572.0,30572,30572,1,Valtteri Bottas,34.0
5,3,3,15.0,71,4985832,43,68.619,226.537,Mercedes,German,21752.0,21752,21752,1,Valtteri Bottas,34.0
5,2,2,18.0,71,5052516,52,68.374,227.349,Mercedes,German,21071.0,21071,21071,1,Valtteri Bottas,34.0
3,3,3,15.0,52,7114409,45,90.524,234.275,Mercedes,German,1038679.0,2049149,28209,2,Valtteri Bottas,34.0
3,3,3,15.0,72,5461855,69,72.549,211.338,Mercedes,German,20301.5,21730,18873,2,Valtteri Bottas,34.0
19,3,3,15.0,53,4919286,34,84.827,245.850,Mercedes,German,24308.0,24308,24308,1,Valtteri Bottas,34.0
16,5,5,10.0,53,5508534,31,98.21600000000001,214.352,Mercedes,German,29752.5,29936,29569,2,Valtteri Bottas,34.0
1,1,1,26.0,58,5464103,58,90.432,212.500,Mercedes,German,22962.0,22962,22962,1,Valtteri Bottas,34.0
9,6,6,8.0,56,5756680,41,100.14699999999999,198.176,Mercedes,German,24031.5,24444,23619,2,Valtteri Bottas,34.0
1,3,3,15.0,71,5556427,49,72.526,213.887,Mercedes,German,20463.75,23263,17837,4,Valtteri Bottas,34.0
2,3,3,15.0,50,7602649,47,91.408,243.155,Mercedes,German,702361.0,1089473,21668,3,Valtteri Bottas,34.0
6,6,6,8.0,58,5424808,51,86.862,218.871,Mercedes,German,21669.0,21669,21669,1,Valtteri Bottas,34.0
2,9,9,3.0,87,5493670,80,55.404,230.214,Mercedes,German,25608.0,28765,24235,4,George Russell,25.0
9,4,4,12.0,57,5864795,56,96.30199999999999,202.313,Mercedes,German,25598.666666666668,25888,25334,3,George Russell,25.0
6,5,5,10.0,50,5092025,43,92.821,239.454,Mercedes,German,21415.0,21415,21415,1,George Russell,25.0
6,3,3,15.0,58,5292141,53,81.495,233.152,Mercedes,German,18479.0,18479,18479,1,George Russell,25.0
11,4,4,12.0,63,5570492,57,80.962,218.280,Mercedes,German,31079.0,31079,31079,1,George Russell,25.0
12,5,5,10.0,57,5682840,56,92.195,211.325,Mercedes,German,19035.0,19035,19035,1,George Russell,25.0
4,3,3,15.0,66,5873402,53,84.636,198.851,Mercedes,German,22336.0,22815,22039,3,George Russell,25.0
6,5,5,10.0,64,7002233,42,76.83,156.360,Mercedes,German,601448.5,1177545,25352,2,George Russell,25.0
5,3,3,15.0,51,5691936,42,107.17699999999999,201.636,Mercedes,German,20532.5,20538,20527,2,George Russell,25.0
8,4,4,12.0,70,5794070,63,76.418,205.443,Mercedes,German,24010.0,24069,23951,2,George Russell,25.0
4,4,4,12.0,71,5123284,61,69.075,225.042,Mercedes,German,29966.0,38201,21731,2,George Russell,25.0
6,3,3,15.0,53,5418607,51,97.548,215.598,Mercedes,German,38277.0,38277,38277,1,George Russell,25.0
1,3,3,15.0,70,5988249,57,82.76599999999999,190.556,Mercedes,German,22253.0,22763,21743,2,George Russell,25.0
5,4,4,12.0,44,5182034,31,110.793,227.581,Mercedes,German,22901.0,22977,22825,2,George Russell,25.0
6,2,2,18.0,72,5806844,72,73.67099999999999,208.119,Mercedes,German,20488.0,21363,19359,3,George Russell,25.0
2,3,3,15.0,53,4830916,40,85.288,244.522,Mercedes,German,24594.5,25075,24114,2,George Russell,25.0
8,8,8,4.0,28,10951665,21,107.00399999999999,195.368,Mercedes,German,214892.5,401057,28728,2,George Russell,25.0
4,5,5,11.0,56,6176502,56,98.788,200.902,Mercedes,German,26164.666666666668,30038,23947,3,George Russell,25.0
2,4,4,13.0,71,5966160,71,80.15299999999999,193.310,Mercedes,German,22956.5,23118,22795,2,George Russell,25.0
1,1,1,26.0,71,5914044,61,73.785,210.237,Mercedes,German,23500.5,23521,23480,2,George Russell,25.0
6,5,5,10.0,58,5301802,48,88.836,214.007,Mercedes,German,26087.0,27931,24243,2,George Russell,25.0
18,10,10,1.0,64,6296262,63,79.062,208.271,Williams,British,20811.6,23801,19626,5,Robert Kubica,39.0
19,16,16,0.0,61,7160691,59,106.793,170.674,Williams,British,29677.0,30321,29033,2,Robert Kubica,39.0
13,7,7,6.0,56,6111050,44,104.89699999999999,190.232,Williams,British,24580.0,24637,24526,3,Felipe Massa,42.0
7,7,7,6.0,57,6014008,40,99.27199999999999,196.260,Williams,British,24999.666666666668,25896,24528,3,Felipe Massa,42.0
1,4,4,12.0,71,5292334,63,72.586,214.553,Williams,British,21996.0,22096,21896,2,Felipe Massa,42.0
6,5,5,10.0,70,6814899,51,88.229,178.757,Williams,British,22413.333333333332,22851,22111,3,Felipe Massa,42.0
9,13,13,0.0,44,5152531,37,112.512,224.104,Williams,British,23750.666666666668,24083,23224,3,Felipe Massa,42.0
4,3,3,15.0,53,4775262,46,88.342,236.068,Williams,British,24323.0,24323,24323,1,Felipe Massa,42.0
6,5,5,10.0,60,7246956,27,113.283,160.959,Williams,British,29292.0,29578,29006,2,Felipe Massa,42.0
4,7,7,6.0,44,6818147,39,113.45,184.267,Williams,British,395299.3333333333,1136594,24374,3,Felipe Massa,42.0
18,11,11,0.0,53,5591621,47,102.87899999999999,204.636,Williams,British,30095.0,30278,29912,2,Felipe Massa,42.0
4,4,4,12.0,56,6031709,50,102.971,192.741,Williams,British,24972.0,25456,24488,2,Felipe Massa,42.0
3,3,3,15.0,71,5443586,59,74.101,209.341,Williams,British,26740.666666666668,30084,23220,3,Felipe Massa,42.0
4,2,2,36.0,55,5945195,47,104.826,190.738,Williams,British,22047.0,22054,22040,2,Felipe Massa,42.0
3,4,4,12.0,58,5552263,50,91.719,208.144,Williams,British,22062.0,22062,22062,1,Felipe Massa,42.0
7,6,6,8.0,56,6139379,40,103.99000000000001,191.891,Williams,British,25863.333333333332,26971,24788,3,Felipe Massa,42.0
4,5,5,10.0,56,5990552,37,102.73400000000001,191.013,Williams,British,23231.0,23317,23145,2,Felipe Massa,42.0
9,6,6,8.0,66,6153869,51,90.374,185.429,Williams,British,22341.666666666668,22629,22139,3,Felipe Massa,42.0
15,6,6,8.0,70,5569526,64,77.553,202.437,Williams,British,23912.0,23912,23912,1,Felipe Massa,42.0
4,3,3,15.0,71,5434503,58,71.613,217.468,Williams,British,22447.0,22447,22447,1,Felipe Massa,42.0
3,4,4,12.0,52,5524568,26,97.46600000000001,217.589,Williams,British,30658.5,31948,29369,2,Felipe Massa,42.0
8,12,12,0.0,69,6444263,59,86.864,181.566,Williams,British,20998.8,27936,16818,5,Felipe Massa,42.0
6,6,6,8.0,43,5075670,23,114.093,220.998,Williams,British,23468.5,23655,23282,2,Felipe Massa,42.0
5,3,3,15.0,53,4728323,31,87.874,237.326,Williams,British,25207.0,25207,25207,1,Felipe Massa,42.0
15,4,4,12.0,53,5869855,48,100.881,208.689,Williams,British,30741.0,30741,30741,1,Felipe Massa,42.0
7,6,6,8.0,71,6176531,71,82.009,188.935,Williams,British,22967.5,23086,22849,2,Felipe Massa,42.0
8,8,8,4.0,55,6007926,33,106.98400000000001,186.891,Williams,British,22780.5,22851,22710,2,Felipe Massa,42.0
6,5,5,10.0,57,6554544,39,92.288,206.861,Williams,British,555677.5,1089805,21550,2,Felipe Massa,42.0
10,6,6,8.0,56,6009402,34,101.815,192.737,Williams,British,22736.5,23349,22124,2,Felipe Massa,42.0
4,5,5,10.0,53,5636424,52,99.743,211.070,Williams,British,29808.0,30065,29551,2,Felipe Massa,42.0
18,8,8,4.0,66,6180724,43,89.238,187.789,Williams,British,21927.666666666668,22568,21384,3,Felipe Massa,42.0
5,10,10,1.0,51,5657741,35,107.761,200.543,Williams,British,19651.5,19858,19445,2,Felipe Massa,42.0
10,10,10,1.0,44,6356931,25,114.342,220.517,Williams,British,348554.3333333333,1000664,22484,3,Felipe Massa,42.0
11,9,9,2.0,53,4713706,50,86.4,241.375,Williams,British,23881.0,23940,23822,2,Felipe Massa,42.0
12,9,9,2.0,53,5301096,35,97.785,213.787,Williams,British,22463.0,22463,22463,1,Felipe Massa,42.0
9,9,9,2.0,71,6107608,64,83.576,185.392,Williams,British,21863.0,21863,21863,1,Felipe Massa,42.0
10,9,9,2.0,55,5943449,33,105.675,189.206,Williams,British,21657.0,21775,21539,2,Felipe Massa,42.0
7,6,6,8.0,57,5135058,49,88.045,216.830,Williams,British,21568.0,21568,21568,1,Felipe Massa,42.0
8,6,6,8.0,57,5687700,39,94.256,206.705,Williams,British,24972.0,25704,24240,2,Felipe Massa,42.0
14,9,9,2.0,78,6303785,50,76.543,156.947,Williams,British,24738.0,25123,24353,2,Felipe Massa,42.0
16,8,8,4.0,44,5119469,37,109.637,229.980,Williams,British,22879.5,23092,22667,2,Felipe Massa,42.0
7,8,8,4.0,53,4607146,30,85.477,243.981,Williams,British,25078.0,25078,25078,1,Felipe Massa,42.0
17,11,11,0.0,58,7450080,58,107.055,170.323,Williams,British,30731.5,38464,25731,6,Felipe Massa,42.0
9,7,7,6.0,71,5555144,60,73.452,211.190,Williams,British,19248.5,23275,17736,4,Felipe Massa,42.0
15,13,13,0.0,56,5908415,45,102.031,192.329,Williams,British,21595.0,21709,21481,2,Rubens Barrichello,51.0
16,9,9,2.0,70,14724654,68,80.316,195.472,Williams,British,24028.5,25066,23059,4,Rubens Barrichello,51.0
13,17,17,0.0,53,5527618,53,99.08,210.993,Williams,British,22252.0,22736,21890,3,Rubens Barrichello,51.0
18,12,12,0.0,55,5975062,54,102.37100000000001,197.458,Williams,British,22034.5,22347,21722,2,Rubens Barrichello,51.0
13,6,6,8.0,56,9929479,55,101.404,196.785,Williams,British,26519.75,31006,23824,4,Bruno Senna,40.0
14,7,7,6.0,56,5821526,37,101.293,193.731,Williams,British,21253.5,21323,21184,2,Bruno Senna,40.0
13,10,10,1.0,78,6411073,51,79.187,151.843,Williams,British,26410.0,26410,26410,1,Bruno Senna,40.0
14,10,10,1.0,57,6292610,44,104.11099999999999,187.380,Williams,British,21549.5,28440,14659,2,Bruno Senna,40.0
13,9,9,2.0,52,5154635,48,95.863,221.228,Williams,British,26278.0,26573,25983,2,Bruno Senna,40.0
9,7,7,6.0,69,6099402,65,86.248,182.863,Williams,British,20408.5,20604,20213,2,Bruno Senna,40.0
17,12,12,0.0,44,5420059,43,112.822,223.488,Williams,British,21860.0,22030,21690,2,Bruno Senna,40.0
13,10,10,1.0,53,4829365,52,88.742,235.004,Williams,British,22985.0,22985,22985,1,Bruno Senna,40.0
16,14,14,0.0,53,5424951,44,96.819,215.920,Williams,British,21191.0,27098,14608,4,Bruno Senna,40.0
17,15,15,0.0,55,5885553,49,103.411,195.472,Williams,British,22349.5,22813,21886,2,Bruno Senna,40.0
13,10,10,1.0,60,5545719,60,88.431,208.637,Williams,British,22047.0,22047,22047,1,Bruno Senna,40.0
14,8,8,4.0,55,6382209,49,105.693,189.174,Williams,British,22587.0,22587,22587,1,Bruno Senna,40.0
10,10,10,1.0,56,5830402,53,100.745,197.000,Williams,British,22143.0,22143,22143,1,Bruno Senna,40.0
21,10,10,1.0,44,5282508,43,113.362,222.423,Williams,British,21862.0,22303,21421,2,Pastor Maldonado,38.0
14,14,14,0.0,53,5517621,50,97.64500000000001,214.093,Williams,British,21142.0,21339,21012,3,Pastor Maldonado,38.0
13,8,8,4.0,56,5822572,36,100.482,195.294,Williams,British,21399.0,21569,21229,2,Pastor Maldonado,38.0
1,1,1,25.0,66,5949145,26,87.906,190.635,Williams,British,21222.333333333332,22829,20218,3,Pastor Maldonado,38.0
22,13,13,0.0,70,5596638,67,77.489,202.604,Williams,British,22704.0,22704,22704,1,Pastor Maldonado,38.0
3,12,12,0.0,57,6311279,43,104.064,187.465,Williams,British,21433.5,21525,21342,2,Pastor Maldonado,38.0
8,13,13,0.0,69,6129109,63,85.723,183.983,Williams,British,17755.0,20304,13206,3,Pastor Maldonado,38.0
22,11,11,0.0,53,4829903,51,88.053,236.843,Williams,British,22392.0,22970,21814,2,Pastor Maldonado,38.0
12,8,8,4.0,53,5388606,45,97.771,213.818,Williams,British,21239.5,21361,21118,2,Pastor Maldonado,38.0
15,14,14,0.0,55,5883575,55,102.679,196.865,Williams,British,21137.0,21137,21137,1,Pastor Maldonado,38.0
3,5,5,10.0,55,6371674,55,104.833,190.726,Williams,British,20723.0,20723,20723,1,Pastor Maldonado,38.0
9,9,9,2.0,56,5829794,53,100.719,197.051,Williams,British,22342.0,22342,22342,1,Pastor Maldonado,38.0
14,14,14,0.0,56,5882398,54,100.968,194.354,Williams,British,21097.666666666668,21517,20794,3,Pastor Maldonado,38.0
17,11,11,0.0,57,5826948,57,98.962,196.875,Williams,British,22486.333333333332,23173,22066,3,Pastor Maldonado,38.0
15,11,11,0.0,52,5600591,52,95.907,221.126,Williams,British,25259.5,25275,25244,2,Pastor Maldonado,38.0
18,15,15,0.0,60,6136640,56,94.293,196.544,Williams,British,28263.5,36196,20331,2,Pastor Maldonado,38.0
14,14,14,0.0,53,4762437,51,86.981,239.762,Williams,British,25397.0,25397,25397,1,Pastor Maldonado,38.0
18,11,11,0.0,61,7241611,46,110.708,164.703,Williams,British,30195.0,30444,29966,3,Pastor Maldonado,38.0
18,13,13,0.0,55,6243714,43,104.136,194.111,Williams,British,23556.0,23642,23470,2,Pastor Maldonado,38.0
18,12,12,0.0,60,5551138,56,89.012,207.275,Williams,British,25921.0,26312,25530,2,Pastor Maldonado,38.0
14,11,11,0.0,55,5982095,55,105.53,189.466,Williams,British,23148.0,23410,22886,2,Pastor Maldonado,38.0
18,11,11,0.0,56,6025291,54,101.37299999999999,196.845,Williams,British,25314.0,28045,22937,3,Valtteri Bottas,34.0
16,13,13,0.0,56,5880806,53,98.2,199.832,Williams,British,21773.666666666668,22217,21490,3,Valtteri Bottas,34.0
15,14,14,0.0,57,5842009,57,98.19200000000001,198.419,Williams,British,24991.333333333332,28408,22729,3,Valtteri Bottas,34.0
14,12,12,0.0,78,8314747,68,80.92099999999999,148.589,Williams,British,29063.0,29063,29063,1,Valtteri Bottas,34.0
16,12,12,0.0,52,5604550,52,96.312,220.196,Williams,British,31041.0,31851,30231,2,Valtteri Bottas,34.0
20,15,15,0.0,44,5129652,31,112.688,223.754,Williams,British,23475.5,23540,23411,2,Valtteri Bottas,34.0
18,15,15,0.0,53,4770179,53,87.166,239.253,Williams,British,24665.0,24665,24665,1,Valtteri Bottas,34.0
16,13,13,0.0,61,7258293,53,111.706,163.232,Williams,British,32139.333333333332,33836,30790,3,Valtteri Bottas,34.0
17,12,12,0.0,55,6240750,44,103.869,194.610,Williams,British,24076.0,24240,23912,2,Valtteri Bottas,34.0
9,8,8,4.0,56,6011657,54,100.49199999999999,197.496,Williams,British,25014.0,25014,25014,1,Valtteri Bottas,34.0
